Description,Price Was,Price,Percent Off,Rating,Review Count,URL
"Anti Peeping Case for iPhone 14 Pro (6.1""), Jonwelsy 360 Degree Front and Back Privacy Tempered Glass Cover, Anti SPY Screen, Anti Peep Magnetic Adsorption Metal Bumper for iPhone 14 Pro (Deep Purple)",,$33.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Peeping-Jonwelsy-Tempered-Magnetic-Adsorption/dp/B0BDXK9K83/ref=sr_1_73?keywords=iPhone+14&qid=1677007654&sr=8-73
"JETech Matte Case for iPhone 14 Pro Max 6.7-Inch, Shockproof Military Grade Drop Protection, Frosted Translucent Back Phone Cover, Anti-Fingerprint (Black)",$14.99,$12.99,-13.34%,4.4 out of 5 stars,4.4,https://www.amazon.ca/JETech-Shockproof-Protection-Translucent-Anti-Fingerprint/dp/B0BCP8VMWK/ref=sr_1_74?keywords=iPhone+14&qid=1677007654&sr=8-74
"SURPHY Designed for iPhone 14 Plus Case with Screen Protector, (Camera Protection + Soft Microfiber Lining) Liquid Silicone Soft Gel Rubber Phone Case Cover 6.7 inch (Red)",$24.99,$17.99,-28.01%,4.5 out of 5 stars,4.5,https://www.amazon.ca/SURPHY-Designed-Protector-Protection-Microfiber/dp/B0B7D7K95M/ref=sr_1_75?keywords=iPhone+14&qid=1677007654&sr=8-75
"OCASE iPhone 14 Case, PU Leather iPhone 14 Case Wallet 【Card Holder】 【Kickstand】 【RFID Blocking】 【TPU Inner Shell】 Folio Flip Phone Cover Compatible for 6.1 Inch iPhone 14-2 Rear Cameras -Black",,$26.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/OCASE-%E3%80%90Kickstand%E3%80%91-Blocking%E3%80%91-Folio-Flip-Compatible/dp/B0B61495XQ/ref=sr_1_76?keywords=iPhone+14&qid=1677007654&sr=8-76
"ORNARTO Compatible with iPhone 14 Pro Case, with 2 x Screen Protector Liquid Silicone Gel Rubber Cover [Full Body] Shockproof Protective Phone Case for iPhone 14 Pro-Elderberry",,$18.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/ORNARTO-Compatible-iPhone-Pro-Pro-Elderberry/dp/B0B9765RNW/ref=sr_1_77?keywords=iPhone+14&qid=1677007654&sr=8-77
"JETech Silicone Case for iPhone 14 6.1-Inch, Silky-Soft Touch Full-Body Protective Phone Case, Shockproof Cover with Microfiber Lining (Black)",$14.99,$11.99,-20.01%,4.4 out of 5 stars,4.4,https://www.amazon.ca/JETech-Silky-Soft-Protective-Shockproof-Microfiber/dp/B0B8RNYTJF/ref=sr_1_78?keywords=iPhone+14&qid=1677007654&sr=8-78
OtterBox DEFENDER XT SERIES for iPhone 14 & iPhone 13 - BLACK,,$89.95,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/OtterBox-DEFENDER-XT-iPhone-14/dp/B0B7CDJLTV/ref=sr_1_79?keywords=iPhone+14&qid=1677007654&sr=8-79
"ALOLIM for Eagle American Flag iPhone 14 Pro Case,US Flag American Flag Soldier Veteran Eagle Case for iPhone 14 Pro for Women Men,Unique Graphic Trendy Slim Silicone Case for iPhone 14 Pro",,$22.18,0%,No reviews,0,https://www.amazon.ca/ALOLIM-American-Soldier-Veteran-Silicone/dp/B0BJBRZ9XM/ref=sr_1_80?keywords=iPhone+14&qid=1677007654&sr=8-80
Ｈａｖａｙa etui iPhone 14 Magnetic Wallet Case with Detachable Credit Card Holder- Magsafe Compatible-Étui Pour portefeuille Compatible with iPhone 13-Green,,$28.88,0%,3.3 out of 5 stars,3.3,https://www.amazon.ca/14-Detachable-Compatible-%C3%89tui-portefeuille-Compatible/dp/B0BNHP7HTM/ref=sr_1_81?keywords=iPhone+14&qid=1677007654&sr=8-81
Spigen Tough Armor Mag Case [Magsafe Compatible] Designed for iPhone 14 Case (2022) - Navy Blue,,$32.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Spigen-Magsafe-Compatible-Designed-iPhone/dp/B0B1PGYT2G/ref=sr_1_82?keywords=iPhone+14&qid=1677007654&sr=8-82
Apple iPhone 14 Silicone Case with MagSafe - Midnight,,$69.98,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Apple-iPhone-14-Silicone-Case-MagSafe-Midnight/dp/B0BDHYS76D/ref=sr_1_83?keywords=iPhone+14&qid=1677007654&sr=8-83
"Case for iPhone 14 Pro Max, Jonwelsy 360 Degree Double-Sided Protection Compatible with Magsafe Magnetic Adsorption Metal Bumper Front Tempered Glass Back Frosted PC Cover for 14 Pro Max 6.7"" (Gold)",,$36.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Jonwelsy-Double-Sided-Protection-Compatible-Adsorption/dp/B0BDWTJYKM/ref=sr_1_84?keywords=iPhone+14&qid=1677007654&sr=8-84
"SPORTLINK Compatible with iPhone 14 Plus Waterproof Case - Full Body Shockproof Dustproof Waterproof Phone case for iPhone 14 Plus 6.7 Inch, Built-in Clear Screen Protector (Black)",,$26.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/SPORTLINK-Compatible-iPhone-Waterproof-Built/dp/B0B6H82DXB/ref=sr_1_85?keywords=iPhone+14&qid=1677007654&sr=8-85
"[2+2 Pack]UniqueMe Screen Protector Compatible for iPhone 14 Pro Max 6.7-inch, 2 Pack Tempered Glass Screen Protector + 2 Pack Camera Lens Protector with Easy Installation Frame, Anti Scratch Bubble Free",,$12.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/UniqueMe-iPhone-Pro-Max-Installation/dp/B0B814HCHN/ref=sr_1_86?keywords=iPhone+14&qid=1677007654&sr=8-86
"elago Compatible with iPhone 14 Pro Case, Liquid Silicone Case, Full Body Protective Cover, Shockproof, Slim Phone Case, Anti-Scratch Soft Microfiber Lining, 6.1 inch (Dark Purple)",$27.99,$17.99,-35.73%,4.4 out of 5 stars,4.4,https://www.amazon.ca/elago-Compatible-Protective-Shockproof-Anti-Scratch/dp/B0BD7TVLFQ/ref=sr_1_87?keywords=iPhone+14&qid=1677007654&sr=8-87
"pcgaga Silicone Phone Case for iPhone 14 Pro with Screen Protector [Ring Holder Stand] [Wrist Strap] [Microfiber Lining] Slim Shockproof Protective Cover, 6.1 Inch, Black",,$15.99,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/pcgaga-Protector-Microfiber-Shockproof-Protective/dp/B0B7RND8GT/ref=sr_1_88?keywords=iPhone+14&qid=1677007654&sr=8-88
"KEXAAR iPhone 14 Pro Cute Case with Flowers, for Girls Woman, Clear Floral Design Stars Moon Alien UFO Meteor Space Universe Pattern Hard Back Soft Bumper Shockproof Protective Cover (Cosmos14Pro)",,$15.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/KEXAAR-Universe-Shockproof-Protective-Cosmos14Pro/dp/B0BDCHB88L/ref=sr_1_89?keywords=iPhone+14&qid=1677007654&sr=8-89
"MATEPROX Magnetic Designed for iPhone 14 Pro Case, Compatible with MagSafe Ultra Slim an-ti Yellow Protective Translucent Matte Case Cover for iPhone 14 Pro 6.1"" 2022(Purple)",$21.99,$19.99,-9.1%,4.3 out of 5 stars,4.3,https://www.amazon.ca/MATEPROX-Magnetic-Compatible-Protective-Translucent/dp/B0B9X6Y2NJ/ref=sr_1_90?keywords=iPhone+14&qid=1677007654&sr=8-90
"Designed for iPhone 14 Case with 4 Tempered Screen Protector, Rugged Heavy Duty Military Grade, [Full Body Protection] Drop Proof Shockproof Phone Cover(Black/Orange)",$24.99,$19.98,-20.05%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Designed-Tempered-Protector-Protection-Shockproof/dp/B0BDD274GC/ref=sr_1_91?keywords=iPhone+14&qid=1677007654&sr=8-91
Shields Up for iPhone 14 Pro Max Wallet Case Clear with Card Holder [3 Cards] Ring Stand Minimalist Wallet Case Slim Protective Shockproof Cover for Apple iPhone 14 Pro Max 5G 6.7 inch - Clear,,$17.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Shields-iPhone-Minimalist-Protective-Shockproof/dp/B0B42PM79S/ref=sr_1_92?keywords=iPhone+14&qid=1677007654&sr=8-92
"[4 in 1] Holidi for iPhone 14 Case, iPhone 14 Phone Cases Compatible with Magsafe, Military-Grade Protective Cover Shockproof Magnetic Apple Case for iPhone 14,Translucent Matte Black",,$31.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Holidi-Compatible-Military-Grade-Protective-Translucent/dp/B0BJ1KPSCH/ref=sr_1_93?keywords=iPhone+14&qid=1677007654&sr=8-93
"DUEDUE Magnetic Case for iPhone 14 Pro Compatible with MagSafe, Glitter Bling iPhone 14 Pro Case Slim Cover Shockproof Full Body Protective Phone Cases for iPhone 14 Pro 6.1 Inch, Clear",$13.99,$12.99,-7.15%,2.9 out of 5 stars,2.9,https://www.amazon.ca/DUEDUE-Magnetic-Compatible-Shockproof-Protective/dp/B0BJKR6P23/ref=sr_1_94?keywords=iPhone+14&qid=1677007654&sr=8-94
"LK Screen Protector for iphone 14 6.1-Inch, 9H Tempered Glass Film Case Friendly, Full Coverage Alignment Frame Easy Installation 3Pack",,$9.98,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/LK-Protector-6-1-Inch-Alignment-Installation/dp/B0BQ291YJY/ref=sr_1_95?keywords=iPhone+14&qid=1677007654&sr=8-95
"FLOVEME [5 in 1] for iPhone 14 Plus Case 6.7 inches, with 2 Pack Screen Protector + Camera Lens Protector, Translucent Matte Hard PC Back with Shockproof Protective Phone Guardian Cover, Matte Black",,$19.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/FLOVEME-Protector-Translucent-Shockproof-Protective/dp/B0B9R6DG4S/ref=sr_1_96?keywords=iPhone+14&qid=1677007654&sr=8-96
Spigen Slim Armor CS Designed for Apple iPhone 14 Case - Navy Blue,,$21.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/Spigen-Armor-Designed-Apple-iPhone/dp/B0B1P6KJW5/ref=sr_1_97?keywords=iPhone+14&qid=1677007654&sr=8-97
"SURPHY Silicone Case Compatible with iPhone 14 Pro Case 6.1 inch (2022), with Camera Protection Liquid Silicone Soft Gel Rubber Phone Case Cover with Microfiber Lining (Blue Jay)",,$17.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/SURPHY-Silicone-Compatible-Protection-Microfiber/dp/B0B7BKG8WG/ref=sr_1_98?keywords=iPhone+14&qid=1677007654&sr=8-98
"AICase for iPhone 14 Case with Glass Screen Protector, Heavy Duty Drop Protection Full Body Rugged Shockproof/Dust Proof 3-Layer Military Protective Tough Durable Phone Case",,$21.99,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/AICase-Protector-Protection-Shockproof-Protective/dp/B0BBZXFCDV/ref=sr_1_99?keywords=iPhone+14&qid=1677007654&sr=8-99
"Eiyikof Designed for iPhone 14 Pro Max 6.7"" Case Cute Side Love Heart & Luxury Plating Love Letter Pattern for Women Girls Airbag Shockproof Soft TPU Bumper Full Camera Lens Protection Cover-Black",,$12.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Eiyikof-Designed-Shockproof-Protection-Cover-Black/dp/B0BDRKWV1Y/ref=sr_1_100?keywords=iPhone+14&qid=1677007654&sr=8-100
Unov Case Compatible with iPhone 14 Case iPhone 13 Case Clear with Design Embossed Pattern Soft TPU Bumper Slim Protective 6.1 Inch (Rainbow Dinosaur),,$13.99,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/Unov-Compatible-Embossed-Protective-Dinosaur/dp/B0B8QGT5MV/ref=sr_1_101?keywords=iPhone+14&qid=1677007656&sr=8-101
"ZSYTZL Compatible with iPhone 14 Plus Case Magnetic with Cute Love Heart Plating Full Camera Lens Protective,Electroplated Silicone Clear Shockproof Protective Case Cover 6.7 Inch (Black)",,$18.99,0%,No reviews,0,https://www.amazon.ca/ZSYTZL-Compatible-Protective-Electroplated-Shockproof/dp/B0BV68L3S7/ref=sr_1_102?keywords=iPhone+14&qid=1677007656&sr=8-102
"Anti Peeping Case for iPhone 14 Pro (6.1""), Jonwelsy 360 Degree Front and Back Privacy Tempered Glass Cover, Anti SPY Screen, Anti Peep Magnetic Adsorption Metal Bumper for iPhone 14 Pro (Deep Purple)",,$33.99,0%,3.0 out of 5 stars,3.0,https://www.amazon.ca/Peeping-Jonwelsy-Tempered-Magnetic-Adsorption/dp/B0BDXK9K83/ref=sr_1_103?keywords=iPhone+14&qid=1677007656&sr=8-103
"Supdeal Crystal Clear Case for iPhone 14, [Not Yellowing] [Camera Protection] [Military Grade Drop Tested] Transparent Shockproof Protective Phone Case Soft Silicone Slim Cover, 6.1 inch, Black",,$19.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Supdeal-Protection-Transparent-Shockproof-Protective/dp/B0B8LYZJVX/ref=sr_1_104?keywords=iPhone+14&qid=1677007656&sr=8-104
"BENTOBEN iPhone 14 Plus Case, iPhone 14 Plus Phone Case Ring Holder Edge Plating Kickstand Soft Silicone Bumper Women Girls Slim Flexible Anti Slip Shockproof Protective Case for iPhone 14 Plus, Black",,$13.97,0%,4.8 out of 5 stars,4.8,https://www.amazon.ca/BENTOBEN-Kickstand-Silicone-Shockproof-Protective/dp/B0B812ZR4N/ref=sr_1_105?keywords=iPhone+14&qid=1677007656&sr=8-105
DEXNOR for iPhone 14 Pro Max Case Compatible for MagSafe[Built in Screen Protector and Kickstand]，Heavy Duty Military Grade Protection Shockproof Protective Cover for iPhone 14 Pro Max - Purple,,$38.99,0%,3.6 out of 5 stars,3.6,https://www.amazon.ca/14-Pro-Max-Compatible-Protection/dp/B0BMV965BC/ref=sr_1_106?keywords=iPhone+14&qid=1677007656&sr=8-106
"DUEDUE Magnetic Case for iPhone 14 Pro Compatible with MagSafe, Glitter Bling iPhone 14 Pro Case Slim Cover Shockproof Full Body Protective Phone Cases for iPhone 14 Pro 6.1 Inch, Clear",$13.99,$12.99,-7.15%,2.9 out of 5 stars,2.9,https://www.amazon.ca/DUEDUE-Magnetic-Compatible-Shockproof-Protective/dp/B0BJKR6P23/ref=sr_1_107?keywords=iPhone+14&qid=1677007656&sr=8-107
"VANMASS 2023 Upgraded for Clear iPhone 14 Pro Max Case MagSafe with Magnetic Stand, Anti-Yellow & Military Grade Drop Protection, [4 in 1] Slim Phone Case Shockproof for iPhone 14 Pro Max 6.7 Inch",,$49.99,0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/VANMASS-iPhone-Pro-Max-Case/dp/B0BLC7D986/ref=sr_1_108?keywords=iPhone+14&qid=1677007656&sr=8-108
"Case-Mate BLOX iPhone 14 Pro Max Case - Rainbow Frosting [10FT Drop Protection] [Compatible with MagSafe] Magnetic Cover with Square Edges for iPhone 14 Pro Max 6.7"", Anti-Scratch, Shockproof",,$40.02,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Case-Mate-BLOX-iPhone-Pro-Case/dp/B0B99JKJ65/ref=sr_1_109?keywords=iPhone+14&qid=1677007656&sr=8-109
"JETech Full Coverage Screen Protector for iPhone 14 Pro Max 6.7-Inch with Camera Lens Protector, Tempered Glass Film, HD Clear, 2-Pack Each",,$12.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/JETech-Coverage-Protector-6-7-Inch-Tempered/dp/B0B8J4QY53/ref=sr_1_110?keywords=iPhone+14&qid=1677007656&sr=8-110
"YKCZL Compatible with iPhone 14 Pro Case(No Fit iPhone 14 Pro Max 6.7 inch), Cute Painted Art Heart Pattern Full Camera Lens Protective Slim Soft Shockproof Phone Case for Women Girls-Pink",,$13.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/YKCZL-Compatible-Protective-Shockproof-Girls-Pink/dp/B0BK3FFTQH/ref=sr_1_111?keywords=iPhone+14&qid=1677007656&sr=8-111
"Nillkin for iPhone 14 Pro Max Magnetic Case, [Military Grade & Compatible with MagSafe], CamShield Armor 14 Pro Max 6.7’’, with Slide Camera Cover,Built-in Magnet Circle (14 Pro Max-Blue)",,$27.99,0%,3.8 out of 5 stars,3.8,https://www.amazon.ca/Nillkin-Magnetic-Military-Compatible-CamShield/dp/B0BC92GPRQ/ref=sr_1_112?keywords=iPhone+14&qid=1677007656&sr=8-112
Spigen Ultra Hybrid Mag Case [Magsafe Compatible] Designed for iPhone 14 Case (2022) - Carbon Fiber,$39.99,$25.99,-35.01%,4.7 out of 5 stars,4.7,https://www.amazon.ca/Spigen-Hybrid-Magsafe-Compatible-Designed/dp/B0B1NWYNK1/ref=sr_1_113?keywords=iPhone+14&qid=1677007656&sr=8-113
Nvollnoe for iPhone 14 Pro Case with Card Holder Heavy Duty Protective Dual Layer Shockproof Hidden Card Slot Slim Wallet Case for iPhone 14 Pro for Men&Women(Rose Gold),$13.99,$9.99,-28.59%,3.2 out of 5 stars,3.2,https://www.amazon.ca/Nvollnoe-iPhone-Holder-Protective-Shockproof/dp/B0B7H8TSBS/ref=sr_1_114?keywords=iPhone+14&qid=1677007656&sr=8-114
"JETech Case for iPhone 14 Plus 6.7-Inch, Shockproof Phone Bumper Cover, Anti-Scratch Clear Back (Rose Gold)",,$14.99,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/JETech-iPhone-6-7-Inch-Shockproof-Anti-Scratch/dp/B0B8RH8BH6/ref=sr_1_115?keywords=iPhone+14&qid=1677007656&sr=8-115
"ESR Classic Hybrid Magnetic Case with HaloLock, Compatible with iPhone 14 Pro Max Case, Compatible with MagSafe, Shockproof Military-Grade Protection, Scratch-Resistant Back, Frosted Black",$28.99,$22.99,-20.7%,4.7 out of 5 stars,4.7,https://www.amazon.ca/ESR-iPhone-Pro-Military-Grade-Scratch-Resistant/dp/B0BGKCH4RS/ref=sr_1_116?keywords=iPhone+14&qid=1677007656&sr=8-116
Caseology Parallax Mag Case [Built-in Magnet] Designed for Magsafe Compatible with iPhone 14 Plus Case 5G (2022) - Burgundy,,$21.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Caseology-Parallax-Designed-Magsafe-Compatible/dp/B0B1KQB2V1/ref=sr_1_117?keywords=iPhone+14&qid=1677007656&sr=8-117
AICase for iPhone 14 Pro Case Waterproof,,$39.99,0%,4.3 out of 5 stars,4.3,https://www.amazon.ca/AICase-iPhone-Pro-Case-Waterproof/dp/B0BHPJ4166/ref=sr_1_118?keywords=iPhone+14&qid=1677007656&sr=8-118
"TOCOL [5 in 1] for iPhone 14 Pro Case, with 2 Pack Screen Protector + 2 Pack Camera Lens Protector, Slim Liquid Silicone Phone Case 6.1 Inch, [Anti-Scratch] [Drop Protection], Stone",$21.99,$20.99,-4.55%,4.4 out of 5 stars,4.4,https://www.amazon.ca/TOCOL-iPhone-14-Pro-Anti-Scratch/dp/B0B5TL9R7Y/ref=sr_1_119?keywords=iPhone+14&qid=1677007656&sr=8-119
"FLOVEME [5 in 1] for iPhone 14 Plus Case 6.7 inches, with 2 Pack Screen Protector + Camera Lens Protector, Translucent Matte Hard PC Back with Shockproof Protective Phone Guardian Cover, Matte Black",,$19.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/FLOVEME-Protector-Translucent-Shockproof-Protective/dp/B0B9R6DG4S/ref=sr_1_120?keywords=iPhone+14&qid=1677007656&sr=8-120
"JETech Kickstand Case for iPhone 14 6.1-Inch, Support Wireless Charging, Slim Shockproof Bumper Phone Cover, 3-Way Metal Stand (Clear)",,$14.99,0%,4.1 out of 5 stars,4.1,https://www.amazon.ca/JETech-Kickstand-6-1-Inch-Wireless-Shockproof/dp/B0BHH6JF4N/ref=sr_1_121?keywords=iPhone+14&qid=1677007656&sr=8-121
"[3+3 Pack] iVoler Tempered Glass for iPhone 14 Plus 6.7 inch [3 Pack] with [3 Pack] Camera Lens Screen Protector with [Alignment Frame], Anti-Scratch Case Friendly Transparent HD Clear Film",$12.99,$10.95,-15.7%,4.5 out of 5 stars,4.5,https://www.amazon.ca/Tempered-Protector-Alignment-Anti-Scratch-Transparent/dp/B09X2YCR2X/ref=sr_1_122?keywords=iPhone+14&qid=1677007656&sr=8-122
"ESR Tempered-Glass Screen Protector Compatible with iPhone 14/iPhone 13/iPhone 13 Pro, with Easy Installation Frame, Military-Grade Protection, Ultra Tough, Scratch Resistant, 3 Pack",$16.99,$10.39,-38.85%,4.6 out of 5 stars,4.6,https://www.amazon.ca/ESR-Tempered-Glass-Compatible-iPhone-Installation/dp/B099KMZPMZ/ref=sr_1_123?keywords=iPhone+14&qid=1677007656&sr=8-123
"elago Compatible with iPhone 14 Plus Case, Liquid Silicone Case, Full Body Protective Cover, Shockproof, Slim Phone Case, Anti-Scratch Soft Microfiber Lining, 6.7 inch (Lovely Pink)",$27.99,$17.99,-35.73%,4.6 out of 5 stars,4.6,https://www.amazon.ca/elago-Compatible-Protective-Shockproof-Anti-Scratch/dp/B0B6N63MV5/ref=sr_1_124?keywords=iPhone+14&qid=1677007656&sr=8-124
"CASEKOO Strong Magnetic Clear for iPhone 14 Pro Case [Non-Yellowing] [MIL-Grade Drop Protection] Compatible with MagSafe Shockproof Protective Slim Thin Cover MagClear Series 6.1 inch 2022, Black",,$36.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/CASEKOO-iPhone-Pro-Case-Non-Yellowing/dp/B09YL9SYPK/ref=sr_1_125?keywords=iPhone+14&qid=1677007656&sr=8-125
"TORRAS Diamond Designed for iPhone 14 Pro Max Case [Anti-Yellowing Tech][Heavy Duty Protection] Case for iPhone 14 Pro Max Phone Cases Slim 6.7 inch 2022 Cover, Clear",$24.99,$22.99,-8.0%,4.6 out of 5 stars,4.6,https://www.amazon.ca/TORRAS-iPhone-Pro-Max-Case/dp/B0B5LMQH28/ref=sr_1_126?keywords=iPhone+14&qid=1677007656&sr=8-126
Cozycase Compatible with iPhone 14 Pro Waterproof Case - Full Body Shockproof Dustproof Dropproof Built in Screen Protector Rugged Waterproof Case for iPhone 14 Pro 6.1 Inch Black,,$34.99,0%,3.9 out of 5 stars,3.9,https://www.amazon.ca/Cozycase-Compatible-iPhone-Waterproof-Case/dp/B0B8CQN6PG/ref=sr_1_127?keywords=iPhone+14&qid=1677007656&sr=8-127
"Anti Peeping Case for iPhone 14 Pro Max, Jonwelsy 360 Degree Front and Back Privacy Tempered Glass Cover, Anti SPY Screen, Anti Peep Magnetic Adsorption Metal Bumper for iPhone 14 Pro Max (Black)",,$33.99,0%,3.1 out of 5 stars,3.1,https://www.amazon.ca/Peeping-Jonwelsy-Tempered-Magnetic-Adsorption/dp/B0BDWRBD5F/ref=sr_1_128?keywords=iPhone+14&qid=1677007656&sr=8-128
"iPhone 14 13 12 11 Apple Fast Charger [MFi Certified], 2Pack 20W USB C Wall Charger Block PD Fast Charging Plug Cube with 6FT Lightning Cable for iPhone 14/14 Plus/13/12/Pro Max/Mini, 11/XS/XR, iPad",$26.99,$22.94,-15.01%,4.3 out of 5 stars,4.3,https://www.amazon.ca/iPhone-Charger-Certified-Charging-Lightning/dp/B0B9JQRL2V/ref=sr_1_129?keywords=iPhone+14&qid=1677007656&sr=8-129
OtterBox SYMMETRY CLEAR SERIES for iPhone 14 Plus - CLEAR,,$69.98,0%,5.0 out of 5 stars,5.0,https://www.amazon.ca/OtterBox-SYMMETRY-CLEAR-iPhone-Plus/dp/B0B7QRB8KZ/ref=sr_1_130?keywords=iPhone+14&qid=1677007656&sr=8-130
OtterBox SYMMETRY CLEAR SERIES for iPhone 14 & iPhone 13 - CLEAR,,$69.95,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/OtterBox-SYMMETRY-CLEAR-iPhone-14/dp/B0B7QCVTX4/ref=sr_1_131?keywords=iPhone+14&qid=1677007656&sr=8-131
"ESR Air Armor Designed for iPhone 14 Case and iPhone 13 Case, Military-Grade Drop Protection, Shock-Absorbing Air-Guard Corners, Yellowing Resistant, Hard Acrylic Back, Scratch Resistant, Clear",$16.99,$10.39,-38.85%,4.6 out of 5 stars,4.6,https://www.amazon.ca/ESR-Compatible-Military-Grade-Shock-Absorbing-Yellowing-Resistant/dp/B099NLX7R6/ref=sr_1_132?keywords=iPhone+14&qid=1677007656&sr=8-132
"LK 2 Packs Screen Protector for iphone 14 Pro 6.1 inch, 2 Packs Camera Lens Protector, [Auto Dust-Elimination] Tempered Glass, 9H+ Level Hardness, Shockproof & Scratch-resistant",$14.99,$12.99,-13.34%,4.6 out of 5 stars,4.6,https://www.amazon.ca/LK-14-Dust-Elimination-Shockproof-Scratch-resistant/dp/B0B5L8N5J4/ref=sr_1_133?keywords=iPhone+14&qid=1677007656&sr=8-133
TENDLIN Compatible with iPhone 14 Pro Case Wood Grain with Carbon Fiber Texture Design Leather Hybrid Slim Case,,$15.99,0%,4.5 out of 5 stars,4.5,https://www.amazon.ca/TENDLIN-Compatible-iPhone-Texture-Leather/dp/B0B84TYJGT/ref=sr_1_134?keywords=iPhone+14&qid=1677007656&sr=8-134
Shields Up for iPhone 14 Wallet Case Clear with Card Holder [3 Cards] Ring Stand Minimalist Wallet Case Slim Protective Shockproof Cover for Apple iPhone 14 Case 5G 6.1 inch - Clear,,$19.99,0%,4.2 out of 5 stars,4.2,https://www.amazon.ca/Shields-iPhone-Minimalist-Protective-Shockproof/dp/B0B42PRTSV/ref=sr_1_135?keywords=iPhone+14&qid=1677007656&sr=8-135
"BENTOBEN iPhone 14 Pro Max Case, iPhone 14 Pro Max Phone Case Ring Holder Edge Plating Kickstand Soft Silicone Bumper Women Slim Cute Anti Slip Shockproof Protective Case for iPhone 14 Pro Max, Black",,$12.95,0%,4.0 out of 5 stars,4.0,https://www.amazon.ca/BENTOBEN-Kickstand-Silicone-Shockproof-Protective/dp/B0BJTMS2QQ/ref=sr_1_136?keywords=iPhone+14&qid=1677007656&sr=8-136
"DUEDUE for iPhone 14 Case, iPhone 13 Case, Glitter Bling 3 in 1 Heavy Duty Hybrid Hard PC Transparent Shockproof Full Body Protective Case for iPhone 14 / iPhone 13 6.1” for Women Girls,Clear",$12.99,$10.99,-15.4%,4.7 out of 5 stars,4.7,https://www.amazon.ca/DUEDUE-Glitter-Transparent-Shockproof-Protective/dp/B0B7VB7X27/ref=sr_1_137?keywords=iPhone+14&qid=1677007656&sr=8-137
Spigen Mag Armor Case [Magsafe Compatible] Designed for iPhone 14 Plus Case (2022) - Navy Blue,,$25.99,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Spigen-Magsafe-Compatible-Designed-iPhone/dp/B0B1PFWBZQ/ref=sr_1_138?keywords=iPhone+14&qid=1677007656&sr=8-138
"[4-pack] iVoler Camera Lens Protector Designed for iPhone 14 Pro Max 6.7'' / 14 Pro 6.1'' 2022 Tempered Glass Screen Protector, HD Clear [Anti-Scratch] [Bubble Free] [Case Friendly],Clear+Black Circle",$15.99,$8.99,-43.78%,4.3 out of 5 stars,4.3,https://www.amazon.ca/Protector-Designed-Tempered-Anti-Scratch-Friendly/dp/B09Z1SZSM4/ref=sr_1_139?keywords=iPhone+14&qid=1677007656&sr=8-139
OtterBox COMMUTER SERIES for iPhone 14 Plus - INTO THE FUCSHIA (Pink),,$59.95,0%,4.7 out of 5 stars,4.7,https://www.amazon.ca/OtterBox-COMMUTER-iPhone-14-Plus/dp/B0B7QN7CFX/ref=sr_1_140?keywords=iPhone+14&qid=1677007656&sr=8-140
"UAG Designed for iPhone 14 Pro Max Case Clear Ice 6.7"" Plyo Build-in Magnet Compatible with MagSafe Charging Lightweight Slim Shockproof Translucent Protective Cover by URBAN ARMOR GEAR",,$59.95,0%,4.4 out of 5 stars,4.4,https://www.amazon.ca/Lightweight-Translucent-URBAN-ARMOR-GEAR/dp/B0B94WG7HQ/ref=sr_1_141?keywords=iPhone+14&qid=1677007656&sr=8-141
